paper_id,题名,简称,venue全称,venue类型,发表年份,DOI,CCF等级,CCF目录,CCF备注,层次,场景,主题标签,论文自身输出对象,与本文关系（检索线索）,题名说明,全部作者,官方链接,开放全文链接,代码链接,身份核验来源,身份核验状态,核验路径,内容阅读深度,最后核验日期,发现来源,候选ID,访问状态,摘要
RW0071,Microscope: Pinpoint Performance Issues with Causal Graphs in Micro-service Environments,,Lecture Notes in Computer Science,图书章节,2018,10.1007/978-3-030-03596-9_1,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Output is a causal graph over microservice calls built from distributed traces.,,Jinjin Lin; Pengfei Chen; Zibin Zheng,https://doi.org/10.1007/978-3-030-03596-9_1,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0116,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0072,Mining Subgraphs from Propagation Networks through Temporal Dynamic Analysis,,2018 19th IEEE International Conference on Mobile Data Management (MDM),会议论文,2018,10.1109/mdm.2018.00023,C,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,Mines propagation subgraphs out of temporal propagation networks — temporal event-graph construction on operations-like data.,,Saeid Hosseini; Hongzhi Yin; Meihui Zhang; Yuval Elovici; Xiaofang Zhou,https://doi.org/10.1109/mdm.2018.00023,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0100,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0073,NoDoze: Combatting Threat Alert Fatigue with Automated Provenance Triage,,Proceedings 2019 Network and Distributed System Security Symposium,会议论文,2019,10.14722/ndss.2019.23349,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,Provenance-graph triage over system event streams; adjacent domain (security) but same core operation: build an event dependency graph from logs and prune to the causal core.,,Wajih Ul Hassan; Shengjian Guo; Ding Li; Zhengzhang Chen; Kangkook Jee; Zhichun Li; Adam Bates,https://doi.org/10.14722/ndss.2019.23349,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0114,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0074,Causal network construction based on convergent cross mapping (CCM) for alarm system root cause tracing of nonlinear industrial process,,IFAC-PapersOnLine,期刊论文,2020,10.1016/j.ifacol.2020.12.858,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Explicit causal network construction from alarm data for root cause TRACING (not just ranking).,,Chang Tian; Chunhui Zhao; Haidong Fan; Zhenwei Zhang,https://doi.org/10.1016/j.ifacol.2020.12.858,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0102,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0075,MicroRCA: Root Cause Localization of Performance Issues in Microservices,,NOMS 2020 - 2020 IEEE/IFIP Network Operations and Management Symposium,会议论文,2020,10.1109/noms47738.2020.9110353,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,ranked,"Builds an anomaly/response-time graph internally but emits a ranked root component; useful as the ""ranked-only"" contrast case.",,Li Wu; Johan Tordsson; Erik Elmroth; Odej Kao,https://doi.org/10.1109/noms47738.2020.9110353,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0117,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0076,Root Cause Analysis of Concurrent Alarms Based on Random Walk over Anomaly Propagation Graph,,"2020 IEEE International Conference on Networking, Sensing and Control (ICNSC)",会议论文,2020,10.1109/icnsc48988.2020.9238084,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,both,Constructs an anomaly propagation graph then random-walks it to rank root alarms. Alarm-propagation graph with temporal/concurrent alarms.,,Lingyu Zhang; Jiabao Zhao; Min Zhang,https://doi.org/10.1109/icnsc48988.2020.9238084,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0098,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0077,"Fault Analysis and Debugging of Microservice Systems: Industrial Survey, Benchmark System, and Empirical Study",,IEEE Transactions on Software Engineering,期刊论文,2021,10.1109/tse.2018.2887384,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,UNKNOWN,Industrial survey + benchmark; classifies real fault types and their propagation in a production microservice system.,,Xiang Zhou; Xin Peng; Tao Xie; Jun Sun; Chao Ji; Wenhai Li; Dan Ding,https://doi.org/10.1109/tse.2018.2887384,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0126,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0078,Groot: An Event-graph-based Approach for Root Cause Analysis in Industrial Settings,,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),会议论文,2021,10.1109/ase51524.2021.9678708,A,CCF 第七版（2026-03-31）,ASE 会议在目录中的 dblp 条目为 conf/kbse,L1,数据中心/生产网络,事件依赖与传播建模,graph,Output is an event graph built from static/dynamic/conditional SRE rules over event tuples. The event-graph-construction archetype for operations data.,,Hanzhang Wang; Zhengkai Wu; Huai Jiang; Yichao Huang; Jiamu Wang; Selcuk Kopru; Tao Xie,https://doi.org/10.1109/ase51524.2021.9678708,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0095,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0079,HALO: Hierarchy-aware Fault Localization for Cloud Systems,,Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery &amp; Data Mining,会议论文,2021,10.1145/3447548.3467190,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,ranked,Hierarchy-aware fault localization over cloud system structure; structural prior but ranked output.,,Xu Zhang; Chao Du; Yifan Li; Yong Xu; Hongyu Zhang; Si Qin; Ze Li; Qingwei Lin; Yingnong Dang; Andrew Zhou; Saravanakumar Rajmohan; Dongmei Zhang,https://doi.org/10.1145/3447548.3467190,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0123,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0080,Insights into Multi-Layered Fault Propagation and Analysis in a Cloud Stack,,2021 IEEE 14th International Conference on Cloud Computing (CLOUD),会议论文,2021,10.1109/cloud53861.2021.00092,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Studies fault propagation ACROSS LAYERS of a cloud stack — the multi-layer propagation structure question in an infrastructure stack.,,Dhanya R Mathews; Mudit Verma; Pooja Aggarwal; J. Lakshmi,https://doi.org/10.1109/cloud53861.2021.00092,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0099,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0081,Locating Datacenter Link Faults with a Directed Graph Convolutional Neural Network,,Proceedings of the 10th International Conference on Pattern Recognition Applications and Methods,会议论文,2021,10.5220/0010301403120320,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,ranked,Models the datacenter as a directed line-graph over LINKS and learns link representations to rank faulty links. Datacenter-network fault localization at device/link granularity.,,Michael Kenning; Jingjing Deng; Michael Edwards; Xianghua Xie,https://doi.org/10.5220/0010301403120320,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0108,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0082,MicroHECL: High-Efficient Root Cause Localization in Large-Scale Microservice Systems,,2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),会议论文,2021,10.1109/icse-seip52600.2021.00043,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,both,"Builds a dynamic service call graph and analyses anomaly propagation CHAINS with pruning, then ranks candidates. Industrial deployment at Alibaba; propagates along service dependencies.",,Dewei Liu; Chuan He; Xin Peng; Fan Lin; Chenxi Zhang; Shengfang Gong; Ziang Li; Jiayu Ou; Zheshun Wu,https://doi.org/10.1109/icse-seip52600.2021.00043,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0097,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0083,Timed failure propagation graph construction with supremal language guided Tree-LSTM and its application to interpretable fault diagnosis,,Applied Intelligence,期刊论文,2022,10.1007/s10489-021-03107-6,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Learns/constructs a timed failure propagation graph (a DAG with time bounds) rather than only ranking faults.,,Gang Chen,https://doi.org/10.1007/s10489-021-03107-6,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0128,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0084,Causal Generative Model for Root-Cause Diagnosis and Fault Propagation Analysis in Industrial Processes,,IEEE Transactions on Instrumentation and Measurement,期刊论文,2023,10.1109/tim.2023.3273686,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Generative causal model yielding an explicit fault-propagation structure plus root diagnosis.,,Yimeng He; Le Yao; Zhiqiang Ge; Zhihuan Song,https://doi.org/10.1109/tim.2023.3273686,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0104,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0085,CausIL: Causal Graph for Instance Level Microservice Data,,Proceedings of the ACM Web Conference 2023,会议论文,2023,10.1145/3543507.3583274,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,Learns an instance-level causal graph over microservice data — instance granularity matches device-level granularity.,,Sarthak Chakraborty; Shaddy Garg; Shubham Agarwal; Ayush Chauhan; Shiv Kumar Saini,https://doi.org/10.1145/3543507.3583274,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0119,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0086,FRL-MFPG: Propagation-aware fault root cause location for microservice intelligent operation and maintenance,,Information and Software Technology,期刊论文,2023,10.1016/j.infsof.2022.107083,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,both,Propagation-aware framing of fault root cause location in microservices; builds propagation structure then locates root.,,Yuhua Chen; Dongqi Xu; Ningjiang Chen; Xu Wu,https://doi.org/10.1016/j.infsof.2022.107083,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0093,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0087,Hierarchical Causal Graph-Based Fault Root Cause Diagnosis and Propagation Path Identification for Complex Industrial Process Monitoring,,IEEE Transactions on Instrumentation and Measurement,期刊论文,2023,10.1109/tim.2023.3268464,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Output is a hierarchical causal graph PLUS an explicit propagation path. Name is exactly the two-part output of the L1 theme (structure + path).,,Jie Dong; Keren Cao; Kaixiang Peng,https://doi.org/10.1109/tim.2023.3268464,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0092,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0088,ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling,,"2023 Design, Automation &amp; Test in Europe Conference &amp; Exhibition (DATE)",会议论文,2023,10.23919/date56975.2023.10137078,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,both,Fault propagation modeling is the core method; the propagation model is an intermediate structure used to localize the root.,,Ru Xie; Jing Yang; Jingying Li; Liming Wang,https://doi.org/10.23919/date56975.2023.10137078,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0094,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0089,Incremental Causal Graph Learning for Online Root Cause Analysis,,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,会议论文,2023,10.1145/3580305.3599392,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,Explicitly learns and incrementally updates a causal graph online — relevant if the L1 DAG must be maintained over streaming alarm data.,,Dongjie Wang; Zhengzhang Chen; Yanjie Fu; Yanchi Liu; Haifeng Chen,https://doi.org/10.1145/3580305.3599392,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0121,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0090,Nezha: Interpretable Fine-Grained Root Causes Analysis for Microservices on Multi-modal Observability Data,,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,会议论文,2023,10.1145/3611643.3616249,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,ranked,Multi-modal (trace/log/metric) fine-grained root cause output; no explicit propagation structure.,,Guangba Yu; Pengfei Chen; Yufeng Li; Hongyang Chen; Xiaoyun Li; Zibin Zheng,https://doi.org/10.1145/3611643.3616249,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0118,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0091,Chain-of-Event: Interpretable Root Cause Analysis for Microservices through Automatically Learning Weighted Event Causal Graph,,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,会议论文,2024,10.1145/3663529.3663827,不适用（Companion/Workshop 等非正式论文轨道）,CCF 第七版（2026-03-31）,轨道为 workshop/companion —— 不继承主会等级，CCF 目录不计入，故不继承主会 B,L1,数据中心/生产网络,事件依赖与传播建模,graph,Output is a learned WEIGHTED EVENT CAUSAL GRAPH over microservice events — same output object as an alarm/event propagation graph.,,Zhenhe Yao; Changhua Pei; Wenxiao Chen; Hanzhang Wang; Liangfei Su; Huai Jiang; Zhe Xie; Xiaohui Nie; Dan Pei,https://doi.org/10.1145/3663529.3663827,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0096,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
